"graph","embedder","pk_ratio","name"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_3","spring",0.638926406926407,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_33","spring",0.631912087912088,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_7","node2vec",0.370027306027306,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_18","node2vec",0.341241758241758,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_25","node2vec",0.34547619047619,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_24","node2vec",0.323989343989344,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_13","node2vec",0.386238095238095,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_22","node2vec",0.365831501831502,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_46","node2vec",0.32559706959707,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_49","node2vec",0.322334665334665,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_0","node2vec",0.325909090909091,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_8","node2vec",0.34118315018315,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_5","node2vec",0.361783216783217,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_12","node2vec",0.33956043956044,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_23","node2vec",0.352720945720946,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_2","node2vec",0.339360639360639,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_31","node2vec",0.388634032634033,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_16","node2vec",0.340622710622711,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_44","node2vec",0.345457875457875,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_43","node2vec",0.352648351648352,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_29","node2vec",0.364765567765568,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_14","node2vec",0.345838827838828,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_38","node2vec",0.33803663003663,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_26","node2vec",0.331148185148185,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_35","node2vec",0.410322344322344,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_39","node2vec",0.33924642024642,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_32","node2vec",0.325997002997003,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_37","node2vec",0.33214652014652,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_19","node2vec",0.339386613386613,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_28","node2vec",0.38032967032967,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_20","node2vec",0.329891774891775,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_47","node2vec",0.332212454212454,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_42","node2vec",0.314347985347985,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_27","node2vec",0.340908424908425,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_34","node2vec",0.319304029304029,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_36","node2vec",0.303749028749029,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_48","node2vec",0.330534798534799,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_45","node2vec",0.345626373626374,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_4","node2vec",0.386285714285714,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_17","node2vec",0.33707326007326,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_41","node2vec",0.348315018315018,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_1","node2vec",0.336681318681319,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_21","node2vec",0.36003663003663,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_10","node2vec",0.334604395604396,"90-10"
